2025-03-14 09:12:47.482 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Starting SentimentAnalysisServiceTest using Java 17.0.10 with PID 2556 (started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
2025-03-14 15:42:44.138 [cluster-ClusterId{value='67d4011be7059566007eea34', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary cluster0-shard-00-02.5kijm.mongodb.net:27017 with max election id 7fffffff000000000000008b and max set version 1
2025-03-14 15:42:44.741 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-03-14 15:42:45.293 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Started SentimentAnalysisServiceTest in 3.046 seconds (process running for 3.891)
2025-03-14 15:42:46.202 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Inside Scheduler users: [User: [id=6764edd212a84f0701bca80d, userName=Himanshu, password=$2a$10$BtNXEGE.MV7Xea6CFs4GGuu/sV3ZGxh9syHOEo1RvgDmm8iLFTpWy, journalEntries=[Journal(id=676500b412a84f0701bca815, Topic=Morning, content=I love to wake in the Morning, date=2024-12-20T10:59:24.627), Journal(id=676511a712a84f0701bca827, Topic=Night, content=I love to sleep at night, date=2024-12-20T12:11:43.225)], roles=[USER, ADMIN], email=erprincechat0007@gmail.com, sentimentAnalysis=true]]
2025-03-14 15:42:46.202 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Journal Entries: [Journal(id=676500b412a84f0701bca815, Topic=Morning, content=I love to wake in the Morning, date=2024-12-20T10:59:24.627), Journal(id=676511a712a84f0701bca827, Topic=Night, content=I love to sleep at night, date=2024-12-20T12:11:43.225)]
2025-03-14 15:42:46.204 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - filtered Journal: []
2025-03-14 15:42:46.211 [main] INFO  c.e.J.s.SentimentAnalysisServiceR1 - request body: { "model": "deepseek-r1:1.5b", "prompt": "Analyze the sentiment of the following text: '' and return the response stating the sentiments of writer like his mood and praise him for his writing style. This is actually journal entries of a user.", "stream": false }
2025-03-14 15:42:54.443 [main] INFO  c.e.J.s.SentimentAnalysisServiceR1 - cleaned Response: The text is a set of journal entries written in first person, capturing James' introspective thoughts and feelings about passages. The tone is reflective and personal, with themes of language, emotion, and self-observation.

Praise for the writing style:

James uses personal words and metaphors to explore complex ideas, often emphasizing emotional depth and nuance. His ability to weave personal experiences into the passage makes his writing feel authentic and deeply personal. His use of word choice is deliberate, creating vivid imagery and psychological exploration that feels both engaging and reflective.

The sentiment overall reflects a sense of introspection and pride in his work.
2025-03-14 15:42:54.443 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Entries: 
2025-03-14 15:42:54.443 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Inside Scheduler, Inside Loop, analyzedText : The text is a set of journal entries written in first person, capturing James' introspective thoughts and feelings about passages. The tone is reflective and personal, with themes of language, emotion, and self-observation.

Praise for the writing style:

James uses personal words and metaphors to explore complex ideas, often emphasizing emotional depth and nuance. His ability to weave personal experiences into the passage makes his writing feel authentic and deeply personal. His use of word choice is deliberate, creating vivid imagery and psychological exploration that feels both engaging and reflective.

The sentiment overall reflects a sense of introspection and pride in his work.
2025-03-14 15:51:19.337 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Starting SentimentAnalysisServiceTest using Java 17.0.10 with PID 4344 (started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
2025-03-14 15:51:19.339 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - No active profile set, falling back to 1 default profile: "default"
2025-03-14 15:51:19.891 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2025-03-14 15:51:19.943 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 46 ms. Found 2 MongoDB repository interfaces.
2025-03-14 15:51:20.440 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.0.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/17.0.10+11-LTS-240"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='erhimanshu924', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@68b11545, com.mongodb.Jep395RecordCodecProvider@7d0100ea, com.mongodb.KotlinCodecProvider@357bc488]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.5kijm.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-sva256-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
2025-03-14 15:51:20.475 [cluster-ClusterId{value='67d403206d10a94e035ecf9a', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-00.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:51:20.505 [cluster-ClusterId{value='67d403206d10a94e035ecf9a', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-01.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:51:20.508 [cluster-ClusterId{value='67d403206d10a94e035ecf9a', description='Cluster0'}-srv-cluster0.5kijm.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server cluster0-shard-00-02.5kijm.mongodb.net:27017 to client view of cluster
2025-03-14 15:51:20.841 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 7. Remaining time: 30000 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
2025-03-14 15:51:20.978 [cluster-ClusterId{value='67d403206d10a94e035ecf9a', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.5kijm.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=236325800, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-02.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff000000000000008b, setVersion=1, topologyVersion=TopologyVersion{processId=67d19f6c1f0c956a9930995c, counter=6}, lastWriteDate=Fri Mar 14 15:51:05 IST 2025, lastUpdateTimeNanos=25628852123700}
2025-03-14 15:51:20.978 [cluster-ClusterId{value='67d403206d10a94e035ecf9a', description='Cluster0'}-cluster0-shard-00-01.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=236298500, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-01.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67d1a164ac90be84878f3797, counter=3}, lastWriteDate=Fri Mar 14 15:51:05 IST 2025, lastUpdateTimeNanos=25628852033000}
2025-03-14 15:51:20.978 [cluster-ClusterId{value='67d403206d10a94e035ecf9a', description='Cluster0'}-cluster0-shard-00-00.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.5kijm.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=236133300, setName='atlas-sva256-shard-0', canonicalAddress=cluster0-shard-00-00.5kijm.mongodb.net:27017, hosts=[cluster0-shard-00-00.5kijm.mongodb.net:27017, cluster0-shard-00-02.5kijm.mongodb.net:27017, cluster0-shard-00-01.5kijm.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.5kijm.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67d19c2a9350af3e5030e5bf, counter=4}, lastWriteDate=Fri Mar 14 15:51:05 IST 2025, lastUpdateTimeNanos=25628852033000}
2025-03-14 15:51:20.982 [cluster-ClusterId{value='67d403206d10a94e035ecf9a', description='Cluster0'}-cluster0-shard-00-02.5kijm.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary cluster0-shard-00-02.5kijm.mongodb.net:27017 with max election id 7fffffff000000000000008b and max set version 1
2025-03-14 15:51:21.617 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-03-14 15:51:22.173 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Started SentimentAnalysisServiceTest in 3.178 seconds (process running for 4.007)
2025-03-14 15:51:23.074 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Inside Scheduler users: [User: [id=6764edd212a84f0701bca80d, userName=Himanshu, password=$2a$10$BtNXEGE.MV7Xea6CFs4GGuu/sV3ZGxh9syHOEo1RvgDmm8iLFTpWy, journalEntries=[Journal(id=676500b412a84f0701bca815, Topic=Morning, content=I love to wake in the Morning, date=2024-12-20T10:59:24.627), Journal(id=676511a712a84f0701bca827, Topic=Night, content=I love to sleep at night, date=2024-12-20T12:11:43.225)], roles=[USER, ADMIN], email=erprincechat0007@gmail.com, sentimentAnalysis=true]]
2025-03-14 15:51:23.074 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Journal Entries: [Journal(id=676500b412a84f0701bca815, Topic=Morning, content=I love to wake in the Morning, date=2024-12-20T10:59:24.627), Journal(id=676511a712a84f0701bca827, Topic=Night, content=I love to sleep at night, date=2024-12-20T12:11:43.225)]
2025-03-14 15:51:23.074 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - filtered Journal: [I love to wake in the Morning, I love to sleep at night]
2025-03-14 15:51:23.082 [main] INFO  c.e.J.s.SentimentAnalysisServiceR1 - request body: { "model": "deepseek-r1:1.5b", "prompt": "Analyze the sentiment of the following text: 'I love to wake in the Morning I love to sleep at night' and return the response stating the sentiments of writer like his mood and praise him for his writing style. This is actually journal entries of a user.", "stream": false }
2025-03-14 15:51:32.103 [main] INFO  c.e.J.s.SentimentAnalysisServiceR1 - cleaned Response: The sentiment of the text "I love to wake in the Morning I love to sleep at night" appears to be positive, reflecting a sense of enjoyment and fulfillment. The repetition of the words "love" suggests a strong emotional attachment to waking up early and going to bed, which could indicate a desire for routine and ease. Additionally, the phrasing "I love to..." emphasizes the writer's personal satisfaction in their actions, which can be interpreted as a positive sentiment towards their daily routine.

The user also praised their writing style, perhaps highlighting clarity, coherence, or emotional expression. However, while they did praise the style, there is no explicit mention of negative emotions such as frustration or anger. Instead, the text shows a sense of positivity and contentment in their actions.
2025-03-14 15:51:32.104 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Entries: I love to wake in the Morning I love to sleep at night
2025-03-14 15:51:32.104 [main] INFO  c.e.J.s.SentimentAnalysisServiceTest - Inside Scheduler, Inside Loop, analyzedText : The sentiment of the text "I love to wake in the Morning I love to sleep at night" appears to be positive, reflecting a sense of enjoyment and fulfillment. The repetition of the words "love" suggests a strong emotional attachment to waking up early and going to bed, which could indicate a desire for routine and ease. Additionally, the phrasing "I love to..." emphasizes the writer's personal satisfaction in their actions, which can be interpreted as a positive sentiment towards their daily routine.

The user also praised their writing style, perhaps highlighting clarity, coherence, or emotional expression. However, while they did praise the style, there is no explicit mention of negative emotions such as frustration or anger. Instead, the text shows a sense of positivity and contentment in their actions.
2025-03-14 15:52:43.218 [restartedMain] INFO  c.e.Journal.JournalAppWithMongoDB - Starting JournalAppWithMongoDB using Java 17.0.10 with PID 15120 (D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB\target\classes started by erpri in D:\Prince\Workspace\CodeBaseLearning\codeBasedLearning\SpringBoot_E_Digest\04_JournalApp\JournalAppWithMongoDB)
